2.55918457,2.315673148
2.668544595,2.837655361
2.603171005,2.603745327
2.960044942,2.917512638
2.125609205,2.656402702
2.289608203,2.296346495
2.774121453,2.859290526
2.2328242,2.039320702
2.182008635,2.760119913
2.770536278,2.43633646
2.7786167,2.362785203
2.136273172,2.840043644
2.079440993,2.427853748
2.999138965,2.229847218
2.164749098,2.72348236
2.79287523,2.795448556
2.621844676,2.094260792
2.522096529,2.0363227
2.634878847,2.885297301
2.40093543,2.079458418
2.786964894,2.769231286
2.312924783,2.573932853
2.151358173,2.473673571
2.369913413,2.239340578
2.052719877,2.3464149
2.036454013,2.439065163
2.646751015,2.574170571
2.377679911,2.076143952
2.303653959,2.781812351
2.38968851,2.451424354
2.914310831,2.168260754
2.060624952,2.940576094
2.38665612,2.291168986
2.139731371,2.728946835
2.276835852,2.145857253
2.275860799,2.28671178
2.203819608,2.991776918
2.494215389,2.580541055
2.046690906,2.415117556
2.897672551,2.492276141
2.090787719,2.656284338
2.236218578,2.27479799
2.292952758,2.362235822
2.536114192,2.566310381
2.731485783,2.421784552
2.715932995,2.310486843
2.853764789,2.677142592
2.560435609,2.928719827
2.76509387,2.894551846
2.101437471,2.544171055
2.920125936,2.168985393
2.664100717,2.568207349
2.297107126,2.157174836
2.981962998,2.585116835
2.047528358,2.794204937
2.030174035,2.435954407
2.088641195,2.88338965
2.381263614,2.656375481
2.120375829,2.617736792
2.846153513,2.732052143
2.423159641,2.294392362
2.702077445,2.992377616
2.643413127,2.172150787
2.399535351,2.531199102
2.249316177,2.345558753
2.895157157,2.979848184
2.784682105,2.670200837
2.276128683,2.600377995
2.467491228,2.979979855
2.995584061,2.827646605
2.942814004,2.711525285
2.61468413,2.610672196
2.219790589,2.429288152
2.762119843,2.475103575
2.253018495,2.04169996
2.837296845,2.336377156
2.732136469,2.238330232
2.103348266,2.060541657
2.83640084,2.846667163
2.834884344,2.961544313
2.164291187,2.053013035
2.679015073,2.736249103
2.112192957,2.084012912
2.938129809,2.363720243
2.065052669,2.032081552
2.990565428,2.60478727
2.619564424,2.769105194
2.604360015,2.093948309
2.402545985,2.529143462
2.581717349,2.670278962
2.243581083,2.950797916
2.05026519,2.230997334
2.658737451,2.551683296
2.482805289,2.575011669
2.21161526,2.725636041
2.675994208,2.841019324
2.004565675,2.619976988
2.452180631,2.938361591
2.937647641,2.505504105
2.849294324,2.818899292
2.971549777,2.478596668
2.600872475,2.091032633
2.223580155,2.717071325
2.894585604,2.880333335
2.372786233,2.078128953
2.323251395,2.684782657
2.33993614,2.681967259
2.161548585,2.772078869
2.397885883,2.207924254
2.941709342,2.114048279
2.145319059,2.17055101
2.919363084,2.653615735
2.224591752,2.742845414
2.49238952,2.248778217
2.796109538,2.14381141
2.506470884,2.766417599
2.297992514,2.065157363
2.577609963,2.950641048
2.457651663,2.852660435
2.410808063,2.08443088
2.048511132,2.554578407
2.365250313,2.922325942
2.117746121,2.088264794
2.403504173,2.86141337
2.682443904,2.913127296
2.324468362,2.831691902
2.889492367,2.970499307
2.359813047,2.017419875
2.66453205,2.569948939
2.437008307,2.980252035
2.707072788,2.544889404
2.436918094,2.313494701
2.224868249,2.096607766
2.925373286,2.221734145
2.409489248,2.690522681
2.116386327,2.935417391
2.539632154,2.991496045
2.155295329,2.441816044
2.321883311,2.770221823
2.292731888,2.214045605
2.072784276,2.475208514
2.744086758,2.013424264
2.656236468,2.559887696
2.596259171,2.130041647
2.208743708,2.571829827
2.585263981,2.984099418
2.966432863,2.838997559
2.071068855,2.100017717
2.537436282,2.909301934
2.352394109,2.472939041
2.866574519,2.328892755
2.558548194,2.163805581
2.271772072,2.399531062
2.607494873,2.717488757
2.913743489,2.635665216
2.74360571,2.201884126
2.522356719,2.908945743
2.206698166,2.765018786
2.541154694,2.594652196
2.629781054,2.305534513
2.340434165,2.263511319
2.22164628,2.61311382
2.023007781,2.087558806
2.500658171,2.398173127
2.104199725,2.016576784
2.3656653,2.540433393
2.850243764,2.364578097
2.42120519,2.756858557
2.62070872,2.014404124
2.922909567,2.498624581
2.96793915,2.802804499
2.784611745,2.226894947
2.590887619,2.01877567
2.91622896,2.901959343
2.313607042,2.991874715
2.384765944,2.327768054
2.835263933,2.080832947
2.591570195,2.241793723
2.004980031,2.154087003
2.378262722,2.083755249
2.073389147,2.974238186
2.77094112,2.678062608
2.94443473,2.485572746
2.264655668,2.329461506
2.375832749,2.361309074
2.201926757,2.136766779
2.223218374,2.271385122
2.448889061,2.316982485
2.473377728,2.082064927
2.339293938,2.557931625
2.184096419,2.572935164
2.285054357,2.449831747
2.058028454,2.627526569
2.625149188,2.714300643
2.425307335,2.279167171
2.144863326,2.8698686
2.765749862,2.523890525
2.102016355,2.811412686
2.107131306,2.4601794
2.867112738,2.827396534
2.989264261,2.239546647
2.741008335,2.521200086
2.96825852,2.018936048
2.070614339,2.08523105
2.29653032,2.069011549
2.133817584,2.072191575
2.646969602,2.815181107
2.040913706,2.726884776
2.60035726,2.929403118
2.639862148,2.334069021
2.162047732,2.543909978
2.512512123,2.366189945
2.417068963,2.956756937
2.466905106,2.918706856
2.179267027,2.228031648
2.681148703,2.751922413
